ID,method,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,featureEnvy,longParam,messageChains,longMethod,methodHistories,authors,stmtAdded,maxStmtAdded,avgStmtAdded,stmtDeleted,maxStmtDeleted,avgStmtDeleted,churn,maxChurn,avgChurn,decl,cond,elseAdded,elseDeleted,developers,ownership,entropy,buggy,APC exp coeff,APX exp base,APC poly coeff,APC poly power
6,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpCheckTest:getPath,1285,0,0,1,0.0,0,3,3,0,0.5265551209449768,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.design.MutableExceptionCheck:isExtendedClassNamedAsException,1,4,0,1,0.3076923076923077,2,5,13,2,0.0776304379105568,0.42491829279939874,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true,0,0,0.5,1
6,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:testInvalidTryWithChecker,0,5,0,0,0.0,0,6,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,3,35.0,18.0,8.75,1.0,1.0,0.25,34.0,17.0,8.5,0.0,0.0,0.0,0.0,0.5,0.05714285714285714,0.1388888888888889,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.imports.PkgControl:addGuard,3,1,0,1,0.75,0,1,4,0,0.9730307459831238,0.6324555320336759,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.gui.MainFrameModel:parseFile,3,2,0,1,1.0,0,4,6,0,0.8769620656967163,0.683177446217953,0,0,0,0,0,0,0,0,0,0,2,1,8.0,4.0,4.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.api.DetailAST:findFirstToken,236,3,0,1,0.36363636363636365,2,5,11,2,0.398174524307251,0.2531848417709166,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,0.6667,1
6,com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationUseStyleCheck:checkTrailingComma,1,5,0,1,0.21052631578947367,5,4,19,5,0.029393484815955162,0.3751794974175386,0,0,0,0,0,0,0,0,0,0,1,1,41.0,41.0,41.0,42.0,42.0,42.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.024390243902439025,0.024096385542168676,true,0.1388,1.3648,0,0
6,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocTagInfoTest:testParam,0,4,0,0,0.0,1,2,10,1,0.002434194553643465,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true,0,0,0.5,1
6,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheckTest:testCommentIsInsideSwitchBlock,0,4,0,0,0.0,0,3,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,3,10.0,7.0,3.3333333333333335,0.0,0.0,0.0,10.0,7.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.3333333333333333,0.1,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.BaseCheckTestSupport:verify,1148,16,0,3,0.0,5,5,35,5,0.0,0.0,0,0,0,0,0,0,0,0,1,0,3,3,137.0,119.0,45.666666666666664,0.0,0.0,0.0,137.0,119.0,45.666666666666664,0.0,7.0,0.0,0.0,0.3333333333333333,0.0072992700729927005,0.0,true,0,0,72.0,0
6,com.puppycrawl.tools.checkstyle.gui.ParseTreeTablePModel:getColumnCount,2,0,0,0,0.5,0,2,4,0,0.9796755909919739,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.javadoc.SingleLineJavadocCheckTest:simpleTest,0,4,0,0,0.0,0,3,5,0,0.0012401548447087407,0.0,0,0,0,0,0,0,0,0,0,0,2,1,5.0,3.0,2.5,0.0,0.0,0.0,5.0,3.0,2.5,0.0,0.0,0.0,0.0,1.0,0.2,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:shouldRemoveFinalVariableCandidate,1,6,0,2,0.4,3,6,15,3,0.007817646488547325,0.6633249580710799,0,0,0,0,0,0,0,0,0,0,1,1,116.0,116.0,116.0,347.0,347.0,347.0,-231.0,-231.0,-231.0,0.0,0.0,1.0,1.0,1.0,0.008620689655172414,0.004319654427645789,true,0,0,3.3333,1
6,com.puppycrawl.tools.checkstyle.JavadocDetailNodeParser:insertChildrenNodes,1,3,0,2,0.4444444444444444,1,2,9,1,0.13246946036815643,0.7468430240547334,0,0,0,0,0,0,0,0,0,0,2,2,13.0,12.0,6.5,0.0,0.0,0.0,13.0,12.0,6.5,0.0,0.0,0.0,0.0,0.5,0.07692307692307693,0.0,true,0,0,0.5,1
6,com.puppycrawl.tools.checkstyle.api.LocalizedMessagesTest:testSize,0,4,0,0,0.0,0,1,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.FileSetCheckLifecycleTest:testTranslation,0,5,0,0,0.0,0,3,6,0,0.09092541038990021,0.0,0,0,0,0,0,0,0,0,0,0,3,2,4.0,2.0,1.3333333333333333,0.0,0.0,0.0,4.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,true,0,0,1.0,0
6,com.google.checkstyle.test.chapter4formatting.rule412nonemptyblocks.LeftCurlyTest:leftCurlyBracesTest,0,5,0,0,0.0,0,3,7,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,3,1,16.0,8.0,5.333333333333333,0.0,0.0,0.0,16.0,8.0,5.333333333333333,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.filters.SuppressWithNearbyCommentFilter:setCheckCPP,0,0,0,1,0.75,0,2,4,0,0.9854618906974792,0.45226701686664544,0,0,0,0,0,0,0,0,0,0,2,1,3.0,2.0,1.5,0.0,0.0,0.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.naming.InputParameterNameReceiver:foo4,0,0,0,0,0.0,0,1,2,0,0.9591332077980042,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.blocks.RightCurlyCheckTest:testRightCurlySameAndLiteralDo,0,5,0,0,0.0,0,3,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.header.HeaderCheckTest:getPath,1285,0,0,1,0.0,0,3,3,0,0.5265551209449768,0.0,0,0,0,0,0,0,0,0,0,0,1,1,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.DefaultComesLastCheckTest:getNonCompilablePath,31,0,0,1,0.0,0,3,3,0,0.7353917360305786,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.metrics.JavaNCSSCheckTest:testGetAcceptableTokens,0,3,0,0,0.0,0,1,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.javadoc.AbstractJavadocCheckTest:testBlockCommentPositionHasPrivateConstr,0,1,0,0,0.0,0,2,3,0,0.38925257325172424,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.header.HeaderCheck:postProcessHeaderLines,1,0,0,0,0.0,0,1,2,0,0.6927242875099182,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true,0,0,1.0,0
6,com.google.checkstyle.test.chapter6programpractice.rule62donotignoreexceptions.EmptyBlockTest:getPath,1285,0,0,1,0.0,0,3,3,0,0.7907424569129944,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.grammars.java8.InputAnnotationsOnArray:checkNotNullContents2,0,0,0,0,0.0,0,1,2,0,0.8083322644233704,0.0,0,0,0,0,0,0,0,0,0,0,1,1,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.0,true,0,0,2.0,0
6,com.puppycrawl.tools.checkstyle.utils.CommonUtils:fillTemplateWithStringsByRegexp,0,5,0,3,0.6363636363636364,2,4,11,2,0.07208354026079178,0.4534610361596514,0,0,0,0,0,0,0,0,0,0,1,1,11.0,11.0,11.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,1.0,0.0,0.0,1.0,0.09090909090909091,0.0,true,0,0,0.5,1
6,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:testValidMethodWithChecker,0,5,0,0,0.0,0,5,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,21.0,18.0,10.5,0.0,0.0,0.0,21.0,18.0,10.5,0.0,0.0,0.0,0.0,0.5,0.047619047619047616,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.blocks.InputBracesSingleLineStatements:forEachLoop,0,0,0,0,0.0,2,3,4,0,0.05812067911028862,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true,0,0,4.0,0
6,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheckTest:testGetAcceptableTokens,0,2,0,0,0.0,0,1,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.TreeWalker:getExternalResourceLocations,4,3,0,1,0.36363636363636365,2,4,11,2,0.06521519273519516,0.6019375109787457,0,0,0,0,0,0,0,0,0,0,1,1,11.0,11.0,11.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,1.0,0.0,0.0,1.0,0.09090909090909091,0.0,true,0.7217,1.2207,0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.InputValidateOnlyOverlappingTrue:addSuffixToParameter,0,0,0,1,0.0,0,2,3,0,0.9301301836967468,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.grammars.javadoc.ParseTreeBuilder:treeAllStandardJavadocTags,0,1,0,0,0.0,0,3,2894,0,0.0,0.0010676445339477584,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpOnFilenameCheck:getFileName,17,2,0,1,0.5,1,3,8,1,0.612758219242096,0.8328857858610246,0,0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.0,true,0,0,2.0,0
6,com.puppycrawl.tools.checkstyle.PropertyCacheFile:put,36,2,0,2,1.0,0,1,4,0,0.4500253200531006,0.7590721152765896,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.api.FullIdentTest:testNonValidCoordinates,0,8,0,0,0.0,0,1,21,0,4.084868123754859E-4,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.internal.XDocsPagesTest:validatePropertySectionProperties,1,21,0,5,0.0,9,5,37,5,0.0,0.0,0,0,0,0,0,0,0,1,1,0,6,1,81.0,27.0,13.5,193.0,193.0,32.166666666666664,-112.0,-166.0,-18.666666666666664,0.0,16.0,-12.0,-12.0,1.0,0.024691358024691357,0.025547445255474453,true,0.209,1.3888,0,0
6,com.puppycrawl.tools.checkstyle.AstTreeStringPrinterTest:testIsProperUtilsClass,0,1,0,0,0.0,0,2,3,0,0.39112386107444763,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheckTest:testTokensNotNull,0,4,0,0,0.0,0,1,6,0,0.05089683458209038,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true,0,0,1.0,0
6,com.google.checkstyle.test.chapter5naming.rule528typevariablenames.ClassTypeParameterNameTest:testClassDefault,0,7,0,0,0.0,0,4,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,9.0,5.0,3.0,0.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.grammars.javadoc.JavadocParseTreeTest:getHtmlPath,8,1,0,1,0.0,0,3,3,0,0.8586394786834717,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.annotation.PackageAnnotationCheckTest:getPath,1285,0,0,1,0.0,0,3,3,0,0.5828657746315002,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.ReturnCountCheck:visitReturn,1,3,0,1,0.3333333333333333,1,4,9,1,0.5940272808074951,0.25993762245501817,0,0,0,0,0,0,0,0,0,0,1,1,9.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,1.0,-1.0,-1.0,1.0,0.1111111111111111,0.0,true,0,0,2.0,0
6,com.puppycrawl.tools.checkstyle.MainTest:testPrintFullTreeOption,0,7,0,0,0.0,0,2,11,0,0.011820171028375626,0.0,0,0,0,0,0,0,0,0,1,0,1,1,11.0,11.0,11.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.annotation.SuppressWarningsCheckTest:testExpandedNoUnchecked,0,5,0,0,0.2857142857142857,0,4,7,0,0.0,0.3326992356269807,0,0,0,0,0,0,0,0,0,0,3,1,40.0,24.0,13.333333333333334,0.0,0.0,0.0,40.0,24.0,13.333333333333334,0.0,0.0,0.0,0.0,1.0,0.025,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:verifyWarns,65,5,0,3,0.0,0,3,6,0,1.6880508337635547E-4,0.0,0,0,0,0,0,0,0,0,0,0,2,1,12.0,7.0,6.0,1.0,1.0,0.5,11.0,6.0,5.5,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.15384615384615385,true,0,0,1.0,0
6,com.google.checkstyle.test.chapter5naming.rule523methodnames.MethodNameTest:methodNameTest,0,6,0,0,0.0,0,4,9,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,2,1,7.0,4.0,3.5,0.0,0.0,0.0,7.0,4.0,3.5,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.blocks.LeftCurlyCheckTest:testNlow,0,5,0,0,0.0,0,3,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,6.0,5.0,3.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpOnFilenameCheck:setMatch,0,0,0,1,0.75,0,2,4,0,0.9737122654914856,0.4338609156373123,0,0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.NestedTryDepthCheck:getDefaultTokens,63,1,0,0,0.0,0,2,3,0,0.6604050993919373,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:isLoopAst,2,1,0,1,1.0,0,3,4,0,0.8931912779808044,0.7921180343813395,0,0,0,0,0,0,0,0,0,0,1,1,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,true,0,0,2.0,0
6,com.puppycrawl.tools.checkstyle.api.AutomaticBeanTest:testConfigureNoSuchAttribute2,0,7,0,0,0.0,0,2,12,0,0.2244124412536621,0.0,0,0,0,0,0,0,0,0,0,0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,true,0,0,2.0,0
6,com.puppycrawl.tools.checkstyle.checks.TranslationCheck:checkExistenceOfDefaultTranslation,1,5,0,1,0.42857142857142855,1,2,7,1,0.2476300150156021,0.6069769786668839,0,0,0,0,0,0,0,0,0,0,1,1,54.0,54.0,54.0,24.0,24.0,24.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,1.0,0.018518518518518517,0.02564102564102564,true,0,0,2.0,0
6,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:forbidCStyle,0,5,0,0,0.0,0,5,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.google.checkstyle.test.chapter4formatting.rule461verticalwhitespace.EmptyLineSeparatorTest:getPath,1285,0,0,1,0.0,0,4,3,0,0.2908289432525635,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:isInSpecificCodeBlock,2,2,0,2,0.4166666666666667,2,5,12,2,0.2674233913421631,0.38437110679803665,0,0,0,0,0,0,0,0,0,0,2,1,169.0,116.0,84.5,370.0,347.0,185.0,-201.0,-231.0,-100.5,0.0,0.0,1.0,1.0,1.0,0.005917159763313609,0.0037105751391465678,true,0,0,0.6667,1
6,com.puppycrawl.tools.checkstyle.checks.whitespace.ParenPadCheck:getRequiredTokens,120,0,0,0,0.0,0,2,3,0,0.8217092752456665,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.filters.SuppressionFilter:getExternalResourceLocations,4,1,0,0,0.0,0,2,3,0,0.6266362071037292,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheck:getPrevStatementFromSwitchBlock,1,4,0,1,0.3333333333333333,1,4,12,1,0.2868844270706177,0.36148513987726677,0,0,0,0,0,0,0,0,0,0,1,1,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.0,true,0,0,2.0,0
6,com.puppycrawl.tools.checkstyle.checks.coding.FallThroughCheckTest:testTokensNotNull,0,4,0,0,0.0,0,1,6,0,0.0632663294672966,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true,0,0,1.0,0
6,com.puppycrawl.tools.checkstyle.checks.DescendantTokenCheckTest:testMaximumDepth,0,4,0,0,0.0,0,3,9,0,0.0013457562308758497,0.0,0,0,0,0,0,0,0,0,0,0,3,2,21.0,9.0,7.0,0.0,0.0,0.0,21.0,9.0,7.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.047619047619047616,0.0,true,0,0,1.0,0
