,file_name,graph_name,apc,cyclo,npath,apc_time,graph_size,exception,exception_type
12,/app/code/tests/cFiles/fse_2020_benchmark/63_three_loops_symbolic_bounds_main.c,63_three_loops_symbolic_bounds_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.007979393,3,0,na
13,/app/code/tests/cFiles/fse_2020_benchmark/63_three_loops_symbolic_bounds_main.c,63_three_loops_symbolic_bounds_main_cfg._Z18three_loops_boundsiii,"(n**2, '3.5*n**2 - 50.5*n + 202.0')",7,9,0.260985136,10,0,na
14,/app/code/tests/cFiles/fse_2020_benchmark/21_insertionsort.c,21_insertionsort_cfg._Z14insertion_sortPii,"('1.5129**n', '0.3051*1.5129**n')",5,8,0.599176884,7,0,na
15,/app/code/tests/cFiles/fse_2020_benchmark/02_fib_main.c,02_fib_main_cfg._Z3fibi,"(n**2, '0.5*n**2 - 3.5*n + 9.0')",6,10,0.175359964,8,0,na
16,/app/code/tests/cFiles/fse_2020_benchmark/02_fib_main.c,02_fib_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.004102945,3,0,na
17,/app/code/tests/cFiles/fse_2020_benchmark/04_prime_main.c,04_prime_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.006134033,3,0,na
18,/app/code/tests/cFiles/fse_2020_benchmark/04_prime_main.c,04_prime_main_cfg._Z11check_primei,"(n, '1.0*n - 1.0')",4,4,0.052928209,5,0,na
19,/app/code/tests/cFiles/fse_2020_benchmark/20_bubblesort.c,20_bubblesort_cfg._Z11bubble_sortPll,"('1.8313**n', '19329.7635*0.6976**n + 4415.6547*0.8103**n + 1670.0258*0.9367**n + 8107.8247*1.0211**n + 3.4316*1.2381**n - 1.5751*1.2444**n + 0.0031*1.8313**n - 11489.0212')",10,8,2.031297207,15,0,na
20,/app/code/tests/cFiles/fse_2020_benchmark/05_parity.c,05_parity_cfg._Z6parityi,"(1.00000000000000, 1.00000000000000)",1,1,0.00807023,3,0,na
21,/app/code/tests/cFiles/fse_2020_benchmark/06_palindrome.c,06_palindrome_cfg._Z10palindromei,"(n, '1.0*n - 1.0')",3,3,0.042093515,4,0,na
22,/app/code/tests/cFiles/fse_2020_benchmark/19_longest_common_increasing_subsequence.c,19_longest_common_increasing_subsequence_cfg._Z4LCISPiiS_i,"('1.6372**n', '70.3419*0.8365**n + 66.8386*0.8578**n + 44.0951*0.8838**n + 0.171*1.1271**n + 0.0342*1.6372**n + 39.1033*n - 628.1209')",16,210,4.76843214,24,0,na
23,/app/code/tests/cFiles/fse_2020_benchmark/31_sieve_of_eratosthenes_main.c,31_sieve_of_eratosthenes_main_cfg.main,"('1.618**n', '0.0055*1.618**n')",8,1,1.690000296,14,0,na
24,/app/code/tests/cFiles/fse_2020_benchmark/31_sieve_of_eratosthenes_main.c,31_sieve_of_eratosthenes_main_cfg._Z5sievePii,na,na,na,0,15,1,Other
25,/app/code/tests/cFiles/fse_2020_benchmark/11_array_max.c,11_array_max_cfg._Z15largest_elementPii,"(n**2, '0.5*n**2 - 3.5*n + 9.0')",6,9,0.113348484,8,0,na
26,/app/code/tests/cFiles/fse_2020_benchmark/16_binary_search_main.c,16_binary_search_main_cfg._Z13binary_searchiPii,"('1.3532**n', '-0.3165*1.2157**n + 0.8165*1.3532**n - 1.0')",6,10,0.25861311,9,0,na
27,/app/code/tests/cFiles/fse_2020_benchmark/16_binary_search_main.c,16_binary_search_main_cfg.main,"('1.2207**n', '-0.2541*0.7245**n + 1.0633**n*(0.03 - 0.0737*I) + 1.0633**n*(0.03 + 0.0737*I) + 2.194*1.2207**n - 3.0')",4,6,0.591828585,7,0,na
28,/app/code/tests/cFiles/fse_2020_benchmark/26_quicksort_main.c,26_quicksort_main_cfg.main,na,na,na,0,21,1,Other
29,/app/code/tests/cFiles/fse_2020_benchmark/26_quicksort_main.c,26_quicksort_main_cfg._Z8printArrPii,"(n, '1.0*n - 1.0')",3,3,0.035820007,4,0,na
30,/app/code/tests/cFiles/fse_2020_benchmark/26_quicksort_main.c,26_quicksort_main_cfg._Z18quickSortIterativePiii,na,na,na,0,21,1,Other
31,/app/code/tests/cFiles/fse_2020_benchmark/10_find_val_in_array_main.c,10_find_val_in_array_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.008638382,3,0,na
32,/app/code/tests/cFiles/fse_2020_benchmark/10_find_val_in_array_main.c,10_find_val_in_array_main_cfg._Z10find_firstiPii,"(n, '1.0*n - 1.0')",4,4,0.068482876,6,0,na
33,/app/code/tests/cFiles/fse_2020_benchmark/10_find_val_in_array.c,10_find_val_in_array_cfg._Z10find_firstiPii,"(n, '1.0*n - 1.0')",4,4,0.044273138,6,0,na
34,/app/code/tests/cFiles/fse_2020_benchmark/25_heapsort.c,25_heapsort_cfg._Z9heap_sortPij,na,18,6165,0.000162363,26,0,na
35,/app/code/tests/cFiles/fse_2020_benchmark/50_check_sorted_or_reverse_main.c,50_check_sorted_or_reverse_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.006998062,3,0,na
36,/app/code/tests/cFiles/fse_2020_benchmark/50_check_sorted_or_reverse_main.c,50_check_sorted_or_reverse_main_cfg._Z20is_sorted_or_reversePii,"(n**2, '1.0*n**2 - 10.0*n + 28.0')",8,25,0.250946045,11,0,na
37,/app/code/tests/cFiles/fse_2020_benchmark/11_array_max_main.c,11_array_max_main_cfg._Z15largest_elementPii,"(n**2, '0.5*n**2 - 3.5*n + 9.0')",6,9,0.111876488,8,0,na
38,/app/code/tests/cFiles/fse_2020_benchmark/11_array_max_main.c,11_array_max_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.003439188,3,0,na
39,/app/code/tests/cFiles/fse_2020_benchmark/32_newtons_method_main.c,32_newtons_method_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.007262468,3,0,na
40,/app/code/tests/cFiles/fse_2020_benchmark/32_newtons_method_main.c,32_newtons_method_main_cfg._Z1ff,"(1.00000000000000, 1.00000000000000)",1,1,0.003393888,3,0,na
41,/app/code/tests/cFiles/fse_2020_benchmark/32_newtons_method_main.c,32_newtons_method_main_cfg._Z2dff,"(1.00000000000000, 1.00000000000000)",1,1,0.003362417,3,0,na
42,/app/code/tests/cFiles/fse_2020_benchmark/32_newtons_method_main.c,32_newtons_method_main_cfg._Z11newton_rootffi,"(n, '1.0*n - 2.0')",4,4,0.067442417,7,0,na
43,/app/code/tests/cFiles/fse_2020_benchmark/03_sign_main.c,03_sign_main_cfg._Z4signi,"(1.00000000000000, 1.00000000000000)",1,1,0.00655055,3,0,na
44,/app/code/tests/cFiles/fse_2020_benchmark/03_sign_main.c,03_sign_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.003358364,3,0,na
45,/app/code/tests/cFiles/fse_2020_benchmark/14_lexicographic_array_compare_main.c,14_lexicographic_array_compare_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.006366253,3,0,na
46,/app/code/tests/cFiles/fse_2020_benchmark/14_lexicographic_array_compare_main.c,14_lexicographic_array_compare_main_cfg._Z14compare_arraysPiS_i,"(n, '1.0*n - 1.0')",5,5,0.151160955,6,0,na
47,/app/code/tests/cFiles/fse_2020_benchmark/23_mergesort_main.c,23_mergesort_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.006288528,3,0,na
48,/app/code/tests/cFiles/fse_2020_benchmark/23_mergesort_main.c,23_mergesort_main_cfg._Z9mergesortPii,"('1.5883**n', '-1.1695*0.7114**n - 1.0329*0.7302**n - 0.0101*0.9448**n - 1.0917*0.9659**n - 0.0594*1.1114**n - 0.0383*1.3027**n + 0.0626*1.5883**n + 0.9963')",10,171,3.815714359,17,0,na
49,/app/code/tests/cFiles/fse_2020_benchmark/31_sieve_of_eratosthenes.c,31_sieve_of_eratosthenes_cfg._Z5sievePii,na,na,na,0,15,1,Other
50,/app/code/tests/cFiles/fse_2020_benchmark/61_pos_vel_acc_main.c,61_pos_vel_acc_main_cfg._Z6motionPdid,na,na,na,0,24,1,Other
51,/app/code/tests/cFiles/fse_2020_benchmark/61_pos_vel_acc_main.c,61_pos_vel_acc_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.004168749,3,0,na
52,/app/code/tests/cFiles/fse_2020_benchmark/51_variance.c,51_variance_cfg._Z8variancePdi,"(n**3, '0.1667*n**3 - 3.0*n**2 + 19.8333*n - 47.0')",11,9,0.354199648,15,0,na
53,/app/code/tests/cFiles/fse_2020_benchmark/13_check_arrays_equal.c,13_check_arrays_equal_cfg._Z12equal_arraysPiS_i,"(n, '1.0*n - 1.0')",4,4,0.05123353,5,0,na
54,/app/code/tests/cFiles/fse_2020_benchmark/32_newtons_method.c,32_newtons_method_cfg._Z11newton_rootffi,"(n, '1.0*n - 2.0')",4,4,0.059242725,7,0,na
55,/app/code/tests/cFiles/fse_2020_benchmark/32_newtons_method.c,32_newtons_method_cfg._Z1ff,"(1.00000000000000, 1.00000000000000)",1,1,0.003140926,3,0,na
56,/app/code/tests/cFiles/fse_2020_benchmark/32_newtons_method.c,32_newtons_method_cfg._Z2dff,"(1.00000000000000, 1.00000000000000)",1,1,0.003037214,3,0,na
57,/app/code/tests/cFiles/fse_2020_benchmark/02_fib.c,02_fib_cfg._Z3fibi,"(n**2, '0.5*n**2 - 3.5*n + 9.0')",6,10,0.098580837,8,0,na
58,/app/code/tests/cFiles/fse_2020_benchmark/30_euclid_GCD_main.c,30_euclid_GCD_main_cfg._Z3gcdii,"(n, '1.0*n - 1.0')",3,3,0.035199404,4,0,na
59,/app/code/tests/cFiles/fse_2020_benchmark/30_euclid_GCD_main.c,30_euclid_GCD_main_cfg.main,"(n, '1.0*n - 1.0')",2,2,0.029362917,3,0,na
60,/app/code/tests/cFiles/fse_2020_benchmark/19_longest_common_increasing_subsequence_main.c,19_longest_common_increasing_subsequence_main_cfg._Z4LCISPiiS_i,"('1.6372**n', '70.3419*0.8365**n + 66.8386*0.8578**n + 44.0951*0.8838**n + 0.171*1.1271**n + 0.0342*1.6372**n + 39.1033*n - 628.1209')",16,210,4.379953384,24,0,na
61,/app/code/tests/cFiles/fse_2020_benchmark/19_longest_common_increasing_subsequence_main.c,19_longest_common_increasing_subsequence_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.00500083,3,0,na
62,/app/code/tests/cFiles/fse_2020_benchmark/15_check_heap_order_main.c,15_check_heap_order_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.007154703,3,0,na
63,/app/code/tests/cFiles/fse_2020_benchmark/15_check_heap_order_main.c,15_check_heap_order_main_cfg._Z13is_heap_orderPii,"(n, '1.0*n - 1.0')",5,5,0.171014786,6,0,na
64,/app/code/tests/cFiles/fse_2020_benchmark/03_sign.c,03_sign_cfg._Z4signi,"(1.00000000000000, 1.00000000000000)",1,1,0.006007671,3,0,na
65,/app/code/tests/cFiles/fse_2020_benchmark/23_mergesort.c,23_mergesort_cfg._Z9mergesortPii,"('1.5883**n', '-1.1695*0.7114**n - 1.0329*0.7302**n - 0.0101*0.9448**n - 1.0917*0.9659**n - 0.0594*1.1114**n - 0.0383*1.3027**n + 0.0626*1.5883**n + 0.9963')",10,171,2.931049824,17,0,na
66,/app/code/tests/cFiles/fse_2020_benchmark/15_check_heap_order.c,15_check_heap_order_cfg._Z13is_heap_orderPii,"(n, '1.0*n - 1.0')",5,5,0.140055895,6,0,na
67,/app/code/tests/cFiles/fse_2020_benchmark/14_lexicographic_array_compare.c,14_lexicographic_array_compare_cfg._Z14compare_arraysPiS_i,"(n, '1.0*n - 1.0')",5,5,0.133962393,6,0,na
68,/app/code/tests/cFiles/fse_2020_benchmark/30_euclid_GCD.c,30_euclid_GCD_cfg._Z3gcdii,"(n, '1.0*n - 1.0')",3,3,0.042093039,4,0,na
69,/app/code/tests/cFiles/fse_2020_benchmark/21_insertionsort_main.c,21_insertionsort_main_cfg._Z14insertion_sortPii,"('1.5129**n', '0.3051*1.5129**n')",5,8,0.371959209,7,0,na
70,/app/code/tests/cFiles/fse_2020_benchmark/21_insertionsort_main.c,21_insertionsort_main_cfg.main,na,38,1,7.65E-05,46,0,na
71,/app/code/tests/cFiles/fse_2020_benchmark/26_quicksort.c,26_quicksort_cfg._Z18quickSortIterativePiii,na,na,na,0,21,1,Other
72,/app/code/tests/cFiles/fse_2020_benchmark/13_check_arrays_equal_main.c,13_check_arrays_equal_main_cfg._Z12equal_arraysPiS_i,"(n, '1.0*n - 1.0')",4,4,0.062975883,5,0,na
73,/app/code/tests/cFiles/fse_2020_benchmark/13_check_arrays_equal_main.c,13_check_arrays_equal_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.003294945,3,0,na
74,/app/code/tests/cFiles/fse_2020_benchmark/25_heapsort_main.c,25_heapsort_main_cfg._Z9heap_sortPij,na,18,6165,0.000148535,26,0,na
75,/app/code/tests/cFiles/fse_2020_benchmark/25_heapsort_main.c,25_heapsort_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.004585028,3,0,na
76,/app/code/tests/cFiles/fse_2020_benchmark/25_heapsort_main.c,25_heapsort_main_cfg._Z7displayPii,"(n, '1.0*n - 1.0')",3,3,0.030263901,4,0,na
77,/app/code/tests/cFiles/fse_2020_benchmark/63_three_loops_symbolic_bounds.c,63_three_loops_symbolic_bounds_cfg._Z18three_loops_boundsiii,"(n**2, '3.5*n**2 - 50.5*n + 202.0')",7,9,0.183259726,10,0,na
78,/app/code/tests/cFiles/fse_2020_benchmark/62_three_loops_w_break.c,62_three_loops_w_break_cfg._Z11three_loopsiiii,"(n**3, '0.1667*n**3 - 3.0*n**2 + 19.8333*n - 44.0')",7,15,0.206844807,12,0,na
79,/app/code/tests/cFiles/fse_2020_benchmark/06_palindrome_main.c,06_palindrome_main_cfg._Z10palindromei,"(n, '1.0*n - 1.0')",3,3,0.033836126,4,0,na
80,/app/code/tests/cFiles/fse_2020_benchmark/06_palindrome_main.c,06_palindrome_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.003292084,3,0,na
81,/app/code/tests/cFiles/fse_2020_benchmark/17_edit_dist.c,17_edit_dist_cfg._Z16editDistArraysDPPiS_ii,na,na,na,0,23,1,Other
82,/app/code/tests/cFiles/fse_2020_benchmark/17_edit_dist_main.c,17_edit_dist_main_cfg.main,"('1.4875**n', '0.042*1.4875**n')",8,36,1.638614893,19,0,na
83,/app/code/tests/cFiles/fse_2020_benchmark/17_edit_dist_main.c,17_edit_dist_main_cfg._Z16editDistArraysDPPiS_ii,na,na,na,0,23,1,Other
84,/app/code/tests/cFiles/fse_2020_benchmark/01_greatestof3.c,01_greatestof3_cfg._Z11greatestof3iii,"(1.00000000000000, 1.00000000000000)",1,1,0.00723958,3,0,na
85,/app/code/tests/cFiles/fse_2020_benchmark/12_check_sorted_array_main.c,12_check_sorted_array_main_cfg._Z9is_sortedPii,"(n, '1.0*n - 1.0')",4,4,0.064847946,5,0,na
86,/app/code/tests/cFiles/fse_2020_benchmark/12_check_sorted_array_main.c,12_check_sorted_array_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.00378418,3,0,na
87,/app/code/tests/cFiles/fse_2020_benchmark/51_variance_main.c,51_variance_main_cfg._Z8variancePdi,"(n**3, '0.1667*n**3 - 3.0*n**2 + 19.8333*n - 47.0')",11,9,0.342023849,15,0,na
88,/app/code/tests/cFiles/fse_2020_benchmark/51_variance_main.c,51_variance_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.003715992,3,0,na
89,/app/code/tests/cFiles/fse_2020_benchmark/22_selectionsort.c,22_selectionsort_cfg._Z14selection_sortPii,"('1.8197**n', '4636606.507*0.6608**n - 1286760.6056*0.7039**n + 703.5437*0.953**n - 418.2739*0.9873**n + 18361.6048*1.0189**n + 7.6711*1.1978**n - 0.7312*1.297**n + 0.0022*1.8197**n - 25799.2809')",10,24,1.450922489,16,0,na
